1,-3.188396,55.944425,340,-3.1881140922137643,55.944322393957,null
2,-3.1881140922137643,55.944322393957,340,-3.1878321844275286,55.944219787914,null
3,-3.1878321844275286,55.944219787914,340,-3.187550276641293,55.944117181871,bound.ends.matter
4,-3.187550276641293,55.944117181871,280,-3.187498182187993,55.94382173954509,begins.spider.drips
5,-3.187498182187993,55.94382173954509,70,-3.1873955761449952,55.94410364733133,null
6,-3.1873955761449952,55.94410364733133,80,-3.1873434816916952,55.94439908965724,only.fairly.rift
7,-3.1873434816916952,55.94439908965724,30,-3.1870836740705597,55.94454908965724,null
8,-3.1870836740705597,55.94454908965724,10,-3.186788231744656,55.94460118411054,null
9,-3.186788231744656,55.94460118411054,10,-3.186492789418752,55.94465327856384,rated.fired.crowds
10,-3.186492789418752,55.94465327856384,100,-3.186544883872052,55.94494872088975,null
11,-3.186544883872052,55.94494872088975,130,-3.186737720154958,55.945178534222684,dragon.bottle.crisp
12,-3.186737720154958,55.945178534222684,130,-3.1869305564378636,55.94540834755562,spent.spoon.bolt
13,-3.1869305564378636,55.94540834755562,30,-3.186670748816728,55.94555834755562,null
14,-3.186670748816728,55.94555834755562,30,-3.1864109411955925,55.945708347555616,posts.kicked.universally
15,-3.1864109411955925,55.945708347555616,30,-3.186151133574457,55.945858347555614,null
16,-3.186151133574457,55.945858347555614,30,-3.1858913259533215,55.94600834755561,renew.slows.basket
17,-3.1858913259533215,55.94600834755561,330,-3.185631518332186,55.945858347555614,null
18,-3.185631518332186,55.945858347555614,330,-3.1853717107110504,55.945708347555616,null
19,-3.1853717107110504,55.945708347555616,330,-3.185111903089915,55.94555834755562,null
20,-3.185111903089915,55.94555834755562,340,-3.184829995303679,55.94545574151262,null
21,-3.184829995303679,55.94545574151262,330,-3.1845701876825436,55.94530574151262,settle.title.united
22,-3.1845701876825436,55.94530574151262,290,-3.184467581639546,55.94502383372638,sports.topic.clocks
23,-3.184467581639546,55.94502383372638,210,-3.1847273892606816,55.94487383372638,null
24,-3.1847273892606816,55.94487383372638,220,-3.1849572025936173,55.94468099744348,slide.leads.stores
25,-3.1849572025936173,55.94468099744348,200,-3.185239110379853,55.944578391400476,null
26,-3.185239110379853,55.944578391400476,210,-3.1854989180009885,55.94442839140048,atoms.vanish.foods
27,-3.1854989180009885,55.94442839140048,330,-3.185239110379853,55.94427839140048,null
28,-3.185239110379853,55.94427839140048,330,-3.1849793027587174,55.94412839140048,null
29,-3.1849793027587174,55.94412839140048,320,-3.1847494894257817,55.94393555511758,rider.mile.lime
30,-3.1847494894257817,55.94393555511758,220,-3.1849793027587174,55.94374271883467,null
31,-3.1849793027587174,55.94374271883467,230,-3.185172139041623,55.943512905501734,null
32,-3.185172139041623,55.943512905501734,220,-3.185401952374559,55.94332006921883,null
33,-3.185401952374559,55.94332006921883,230,-3.1855947886574647,55.94309025588589,toned.deflection.bland
34,-3.1855947886574647,55.94309025588589,190,-3.1858902309833685,55.94303816143259,null
35,-3.1858902309833685,55.94303816143259,190,-3.1861856733092724,55.94298606697929,null
36,-3.1861856733092724,55.94298606697929,190,-3.186481115635176,55.942933972525985,null
37,-3.186481115635176,55.942933972525985,190,-3.18677655796108,55.94288187807268,null
38,-3.18677655796108,55.94288187807268,180,-3.1870765579610802,55.94288187807268,valve.elaborate.fortunate
39,-3.1870765579610802,55.94288187807268,190,-3.187372000286984,55.94282978361938,null
40,-3.187372000286984,55.94282978361938,190,-3.187667442612888,55.94277768916608,panic.squad.danger
41,-3.187667442612888,55.94277768916608,110,-3.1877700486558855,55.94305959695232,null
42,-3.1877700486558855,55.94305959695232,120,-3.1879200486558856,55.94331940457345,scare.cubs.resort
43,-3.1879200486558856,55.94331940457345,160,-3.1882019564421213,55.94342201061645,null
44,-3.1882019564421213,55.94342201061645,160,-3.188483864228357,55.94352461665945,null
45,-3.188483864228357,55.94352461665945,160,-3.1887657720145928,55.94362722270245,labels.hotels.alert
46,-3.1887657720145928,55.94362722270245,190,-3.1890612143404966,55.94357512824915,null
47,-3.1890612143404966,55.94357512824915,180,-3.189361214340497,55.94357512824915,cars.attend.hotels
48,-3.189361214340497,55.94357512824915,280,-3.189309119887197,55.943279685923244,null
49,-3.189309119887197,55.943279685923244,290,-3.189206513844199,55.942997778137006,region.passes.pencil
50,-3.189206513844199,55.942997778137006,190,-3.189501956170103,55.9429456836837,null
